АВТОМОБИЛЬ	ССЫЛКА_НА_ФОТО	СТАТУС	ИСТОЧНИК
Honda Amaze	https://commons.wikimedia.org/wiki/Special:FilePath/Honda%20Amaze%202018%20%28front%29%20in%20Uttar%20Pradesh.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11338295
Nissan Violet	https://commons.wikimedia.org/wiki/Special:FilePath/1987-1989%20Nissan%20Stanza%20GXE.jpg	WIKIDATA	https://www.wikidata.org/entity/Q375074
Mazda 5	https://commons.wikimedia.org/wiki/Special:FilePath/Mazda%205%20front%2020080222.jpg	WIKIDATA	https://www.wikidata.org/entity/Q913607
Subaru Exiga	https://commons.wikimedia.org/wiki/Special:FilePath/2012%20Subaru%20Liberty%20Exiga%20%28YA9%20MY13%29%20wagon%20%282015-07-24%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q514841
Jeep Compass	https://commons.wikimedia.org/wiki/Special:FilePath/Jeep%20Compass%20%28J4U%29%20IMG%205727.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1686208
Volvo 360	https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Volvo_360_GLT_Injection_Special_25_in_Zug.jpg/1280px-Volvo_360_GLT_Injection_Special_25_in_Zug.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:Volvo_360_GLT_Injection_Special_25_in_Zug.jpg
Dodge 3700	https://commons.wikimedia.org/wiki/Special:FilePath/1972%20Dodge%203700%20GT%20%286126400909%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q5812309
GMC Sierra	https://commons.wikimedia.org/wiki/Special:FilePath/2023%20GMC%20Sierra%202500%20Denali%20HD%20Ultimate%20in%20Titanium%20Rush%20Metallic%2C%20front%20left.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1485946
Buick Estate	https://commons.wikimedia.org/wiki/Special:FilePath/Buick%20Roadmaster%20Wagon.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1002745
Pontiac Catalina	https://commons.wikimedia.org/wiki/Special:FilePath/Pontiac%20Catalina%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q193986
Isuzu D-Max	https://commons.wikimedia.org/wiki/Special:FilePath/2024%20Isuzu%20D-Max%20%28third%20generation%29%20GIMS%202024%201X7A2056.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1674944
SsangYong Musso	https://commons.wikimedia.org/wiki/Special:FilePath/Ssangyong%20Grand%20Musso%20220%20eXDi%20LX%202023%20%2854160561094%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1193727
Chery Karry	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/2016_Chery_Karry_K50%2C_front_8.14.18.jpg/1280px-2016_Chery_Karry_K50%2C_front_8.14.18.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:2016_Chery_Karry_K50,_front_8.14.18.jpg
Geely GX2	https://commons.wikimedia.org/wiki/Special:FilePath/Gleagle%20GX2%20001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q20072235
Great Wall Sailor	https://commons.wikimedia.org/wiki/Special:FilePath/Great%20Wall%20Sailor%20facelift%20II%20China%202017-03-29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3115979
BYD Flyer	https://commons.wikimedia.org/wiki/Special:FilePath/BYD%20Flyer%20in%20a%20parking%20lot%201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q797230
MG 6	https://commons.wikimedia.org/wiki/Special:FilePath/MG6%20f.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1253798
Mini Hatch	https://commons.wikimedia.org/wiki/Special:FilePath/Mini%20Hatch%20%28J01%29%20John%20Cooper%20Works%20DSC%209696.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11781425
Saab 9-3X	https://commons.wikimedia.org/wiki/Special:FilePath/Saab%209-3X%20%E2%80%93%20Frontansicht%2C%2013.%20M%C3%A4rz%202011%2C%20Wuppertal.jpg	WIKIDATA	https://www.wikidata.org/entity/Q420925
Mercury Cougar XR-7	https://commons.wikimedia.org/wiki/Special:FilePath/1968%20Cougar%20XR7%20burgundy%20fl.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1312222
Oldsmobile Vista Cruiser	https://commons.wikimedia.org/wiki/Special:FilePath/1966%20Oldsmobile%20Vista%20Cruiser%20%285279666074%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q517677
Holden Caprice	https://commons.wikimedia.org/wiki/Special:FilePath/2016%20Holden%20Caprice%20%28WN%20II%29%20V%20sedan%20%282018-03-26%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1624389
Volkswagen Caddy Typ 14	https://commons.wikimedia.org/wiki/Special:FilePath/20041020%201303%201539-VW%20Golf1-Caddy.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18510639
Toyota AE85	https://commons.wikimedia.org/wiki/Special:FilePath/1983%20Toyota%20Corolla-Levin%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q7830735
Ford Aerostar	https://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Aerostar%20LWB%201992-97.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1389152
Honda Ascot	https://commons.wikimedia.org/wiki/Special:FilePath/1st%20Honda%20Ascot.jpg	WIKIDATA	https://www.wikidata.org/entity/Q764579
Nissan AD	https://commons.wikimedia.org/wiki/Special:FilePath/Nissan%20NV150%20AD%20VE%20%28DBF-VY12%29%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11509793
Mazda 626	https://commons.wikimedia.org/wiki/Special:FilePath/Mazda--626.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1542973
Subaru FF-1 Star	https://commons.wikimedia.org/wiki/Special:FilePath/Subaruff-1.jpg	WIKIDATA	https://www.wikidata.org/entity/Q181905
Jeep DJ	https://commons.wikimedia.org/wiki/Special:FilePath/Jeep-dj5.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1422736
Volvo 400-series	https://commons.wikimedia.org/wiki/Special:FilePath/Volvo%20440%20red.JPG	WIKIDATA	https://www.wikidata.org/entity/Q10043877
Dodge 400	https://commons.wikimedia.org/wiki/Special:FilePath/Dodge%20400.jpg	WIKIDATA	https://www.wikidata.org/entity/Q339524
GMC Sonoma	https://commons.wikimedia.org/wiki/Special:FilePath/2002%20GMC%20Sonoma%20SLS%204WD%20Crew%20Cab%2C%20front%20left%2C%2011-24-2023.jpg	WIKIDATA	https://www.wikidata.org/entity/Q10287221
Buick Excelle	https://commons.wikimedia.org/wiki/Special:FilePath/Buick%20Excelle%20XT%20China%202012-04-15.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1002735
Isuzu Fargo	https://commons.wikimedia.org/wiki/Special:FilePath/Isuzu%20Fargo%20Truck%20003.JPG	WIKIDATA	https://www.wikidata.org/entity/Q633485
SsangYong Rexton	https://commons.wikimedia.org/wiki/Special:FilePath/SsangYong%20Rexton%20%282nd%20generation%29%20Facelift%20Automesse%20Ludwigsburg%202022%201X7A5964.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1141171
Chery V5	https://commons.wikimedia.org/wiki/Special:FilePath/Chery%20Cross%20Eastar%20in%20China.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1070507
Great Wall Voleex C10	https://commons.wikimedia.org/wiki/Special:FilePath/Great%20Wall%20Voleex%20C10.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1544387
BYD G3	https://commons.wikimedia.org/wiki/Special:FilePath/BYD%20G3%2001%20China%202019-03-17.jpg	WIKIDATA	https://www.wikidata.org/entity/Q797223
MG 7	https://commons.wikimedia.org/wiki/Special:FilePath/MG%207%20II%20001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q780656
Mini Hatch (F56)	https://commons.wikimedia.org/wiki/Special:FilePath/Mini%20registered%20March%202014%201499cc.JPG	WIKIDATA	https://www.wikidata.org/entity/Q17635143
Saab 9-4X	https://commons.wikimedia.org/wiki/Special:FilePath/2011%20Saab%209-4x.jpg	WIKIDATA	https://www.wikidata.org/entity/Q45180
Rover 400 / 45	https://commons.wikimedia.org/wiki/Special:FilePath/Rover%2045%20blue%20vl.jpg	WIKIDATA	https://www.wikidata.org/entity/Q928907
Oldsmobile Aurora	https://commons.wikimedia.org/wiki/Special:FilePath/1997%20Oldsmobile%20Aurora.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2018846
Plymouth Caravelle	https://commons.wikimedia.org/wiki/Special:FilePath/Plymouth%20Caravelle%2C%2083-85.png	WIKIDATA	https://www.wikidata.org/entity/Q624936
Holden Captiva	https://commons.wikimedia.org/wiki/Special:FilePath/2017%20Holden%20Captiva%20%28CG%20MY17%29%20Active%202WD%20wagon%20%282018-08-06%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1624336
Volkswagen Caddy Typ 2K	https://commons.wikimedia.org/wiki/Special:FilePath/VW%20Caddy%20front%2020071026.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18510655
Toyota AE86	https://commons.wikimedia.org/wiki/Special:FilePath/New%20stock%20ae86%20coupe.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1377219
Ford Anglia	https://commons.wikimedia.org/wiki/Special:FilePath/%2765%20Ford%20Anglia%20L200%20Coupe%20%28Orange%20Julep%29.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1133667
Honda Avancier	https://commons.wikimedia.org/wiki/Special:FilePath/2001%20Honda%20Avancier%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1501989
Nissan Almera	https://commons.wikimedia.org/wiki/Special:FilePath/2023%20Nissan%20Almera%201.0%20VL%20Turbo%20in%20Moon%20Pearl%20Gray%2C%2006-20-2024.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1141759
Mazda 800	https://commons.wikimedia.org/wiki/Special:FilePath/1966%20Mazda%20Familia%204-dr%20sedan%20%28SSA%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1914587
Subaru Forester	https://commons.wikimedia.org/wiki/Special:FilePath/2025%20Subaru%20Forester%20Hybrid%20Touring%20in%20Brilliant%20Bronze%20Metallic%2C%20front%20right.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1324599
Volvo 440/460	https://commons.wikimedia.org/wiki/Special:FilePath/Volvo%20440%20red.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1755083
Dodge 440	https://commons.wikimedia.org/wiki/Special:FilePath/1963%20Dodge%20440%20%287457997584%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q5287833
GMC Sprint	https://commons.wikimedia.org/wiki/Special:FilePath/%2774%20GMC%20Sprint%20%28Toronto%20Spring%20%2712%20Classic%20Car%20Auction%29.JPG	WIKIDATA	https://www.wikidata.org/entity/Q5513742
Buick GL8	https://commons.wikimedia.org/wiki/Special:FilePath/BUICK%20GL8%20LS%20%285%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1002754
Isuzu Faster	https://commons.wikimedia.org/wiki/Special:FilePath/1986%20Isuzu%20P%27up%20%2832108160003%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1674949
SsangYong Rodius	https://commons.wikimedia.org/wiki/Special:FilePath/SsangYong%20Rodius%20SV%20200%202.0%20e-XDi%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q734363
Chery X1	https://commons.wikimedia.org/wiki/Special:FilePath/2014%20Chery%20IndiS%20%28S18D%29%20white%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4036092
Geely KingKong	https://commons.wikimedia.org/wiki/Special:FilePath/Geely%20Jingang%20facelift%20China%202012-04-15.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1013397
Great Wall Voleex C30	https://commons.wikimedia.org/wiki/Special:FilePath/2010%20Great%20Wall%20Voleex%20C30.jpg	WIKIDATA	https://www.wikidata.org/entity/Q40098
BYD G6	https://commons.wikimedia.org/wiki/Special:FilePath/BYD%20G6%20--%20Auto%20Chongqing%20--%202012-06-07.jpg	WIKIDATA	https://www.wikidata.org/entity/Q12062571
MG C	https://upload.wikimedia.org/wikipedia/commons/1/17/MG_6_rear.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	COMMONS	https://commons.wikimedia.org/wiki/File:MG_6_rear.jpg
Rover 45	https://commons.wikimedia.org/wiki/Special:FilePath/Rover%2045%20Liftback%20Facelift%20-%20Pelplin%202010.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1131738
Vauxhall Belmont	https://commons.wikimedia.org/wiki/Special:FilePath/Vauxhall%20Belmont%20outside%20a%20church%20in%20Cambridge.jpg	WIKIDATA	https://www.wikidata.org/entity/Q452525
Oldsmobile Bravada	https://commons.wikimedia.org/wiki/Special:FilePath/02-04%20Oldsmobile%20Bravada.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2018849
Holden Commodore	https://commons.wikimedia.org/wiki/Special:FilePath/2018%20Holden%20Commodore%20%28ZB%20MY18%29%20LT%20sedan%20%282018-08-06%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1422924
Volkswagen Caddy Typ 9K	https://commons.wikimedia.org/wiki/Special:FilePath/VW%20Caddy%20II%20front%2020090329.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18510648
Toyota Allion	https://commons.wikimedia.org/wiki/Special:FilePath/2001-2004%20Toyota%20Allion.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1197010
Ford Landau Australia	https://commons.wikimedia.org/wiki/Special:FilePath/1975%20Ford%20Landau%20%28P5%29%20coupe%20%2819102673449%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q427950
Nissan Almera Tino	https://commons.wikimedia.org/wiki/Special:FilePath/Nissan%20Almera%20Tino%20front%2020090301.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2092725
Mazda 929	https://commons.wikimedia.org/wiki/Special:FilePath/Mazda%20929%201984.JPG	WIKIDATA	https://www.wikidata.org/entity/Q6005605
Subaru G	https://commons.wikimedia.org/wiki/Special:FilePath/Subaru%201300G%20001.JPG	WIKIDATA	https://www.wikidata.org/entity/Q4387028
Volvo 460	https://commons.wikimedia.org/wiki/Special:FilePath/Volvo460.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1938305
Dodge 600	https://commons.wikimedia.org/wiki/Special:FilePath/%2786-%2787%20Dodge%20600%20Convertible.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1234126
GMC Syclone	https://commons.wikimedia.org/wiki/Special:FilePath/1991GMCSyclone.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1340926
Buick Grand National	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/2024_Downtown_West_Allis_Classic_Car_Show_36_%281986_Buick_Grand_National%29.jpg/1280px-2024_Downtown_West_Allis_Classic_Car_Show_36_%281986_Buick_Grand_National%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:2024_Downtown_West_Allis_Classic_Car_Show_36_(1986_Buick_Grand_National).jpg
Pontiac Custom S	https://commons.wikimedia.org/wiki/Special:FilePath/CustomS001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q7228228
Isuzu Filly	https://commons.wikimedia.org/wiki/Special:FilePath/ISUZU%20FILLY1.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11259318
SsangYong Tivoli	https://commons.wikimedia.org/wiki/Special:FilePath/KGM%20Tivoli%20DSC%202941.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18605863
Geely LC	https://commons.wikimedia.org/wiki/Special:FilePath/Geely%20lc%202011.jpg	WIKIDATA	https://www.wikidata.org/entity/Q5529884
Great Wall Voleex C50	https://commons.wikimedia.org/wiki/Special:FilePath/Great%20Wall%20Voleex%20C50%20China%202012-06-02.jpg	WIKIDATA	https://www.wikidata.org/entity/Q5600141
BYD L3	https://commons.wikimedia.org/wiki/Special:FilePath/2010%20BYD%20L3.jpg	WIKIDATA	https://www.wikidata.org/entity/Q797220
Saab 9-7X	https://commons.wikimedia.org/wiki/Special:FilePath/2006%20Saab%209-7X%20blue.jpg	WIKIDATA	https://www.wikidata.org/entity/Q420787
Mercury Cyclone	https://commons.wikimedia.org/wiki/Special:FilePath/1971%20Mercury%20Montego%20Cyclone.jpg	WIKIDATA	https://www.wikidata.org/entity/Q120125
Volkswagen Caddy Typ 9U	https://commons.wikimedia.org/wiki/Special:FilePath/VW%20Caddy%209U%20Pick-up%201996-2000%20frontright%202008-03-23%20U.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18510651
Toyota Alphard	https://commons.wikimedia.org/wiki/Special:FilePath/Toyota%20ALPHARD%20HYBRID%20Executive%20Lounge%20E-Four%20%286AA-AAHH45W-PFXVB%29%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1582046
Honda Beat	https://commons.wikimedia.org/wiki/Special:FilePath/Honda%20Beat.jpg	WIKIDATA	https://www.wikidata.org/entity/Q652712
Nissan Altima	https://commons.wikimedia.org/wiki/Special:FilePath/2023%20Nissan%20Altima%20SR.png	WIKIDATA	https://www.wikidata.org/entity/Q636791
Subaru Impreza	https://commons.wikimedia.org/wiki/Special:FilePath/Subaru%20Impreza%20%28GU%29%20Auto%20Zuerich%202023%201X7A1263.jpg	WIKIDATA	https://www.wikidata.org/entity/Q391342
Jeep Gladiator	https://commons.wikimedia.org/wiki/Special:FilePath/Jeep%20Gladiator%20%28JT%29%20IMG%203988.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1686209
Volvo 480	https://commons.wikimedia.org/wiki/Special:FilePath/Volvo%20480%20red%20vr%20TCE.jpg	WIKIDATA	https://www.wikidata.org/entity/Q580813
GMC Typhoon	https://commons.wikimedia.org/wiki/Special:FilePath/92typhoon.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1485944
Buick GSX	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/1971_Buick_GSX_rear_right%2C_Poughkeepsie.jpg/1280px-1971_Buick_GSX_rear_right%2C_Poughkeepsie.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:1971_Buick_GSX_rear_right,_Poughkeepsie.jpg
SsangYong WZ	https://commons.wikimedia.org/wiki/Special:FilePath/SsangYong%20Wz%20Front.JPG	WIKIDATA	https://www.wikidata.org/entity/Q7586633
Chery QQ6	https://commons.wikimedia.org/wiki/Special:FilePath/2006%20Chery%20QQ6%20%28front%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1070499
Great Wall Wingle	https://commons.wikimedia.org/wiki/Special:FilePath/GreatWall%20Wingle%202008.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2354579
BYD M6 (2010)	https://commons.wikimedia.org/wiki/Special:FilePath/BYD%20M6%20facelift%2001%20China%202014-04-28.jpg	WIKIDATA	https://www.wikidata.org/entity/Q40434
MG D-type	https://commons.wikimedia.org/wiki/Special:FilePath/MG%20D-Type%201932.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2624144
Mini Paceman	https://commons.wikimedia.org/wiki/Special:FilePath/Mini%20Paceman%20%28R61%29%20DSC%208796.jpg	WIKIDATA	https://www.wikidata.org/entity/Q977805
Rover 600 Series	https://commons.wikimedia.org/wiki/Special:FilePath/Rover%20600%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1421449
Mercury Cyclone Spoiler II	https://commons.wikimedia.org/wiki/Special:FilePath/Mercury%20Cyclone%20Spoiler%20II%20Dan%20Gurney.jpg	WIKIDATA	https://www.wikidata.org/entity/Q16988988
Oldsmobile Custom Cruiser	https://commons.wikimedia.org/wiki/Special:FilePath/2nd-Oldsmobile-Custom-Cruiser.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1535891
Holden Commodore (VC)	https://commons.wikimedia.org/wiki/Special:FilePath/1980-1981%20Holden%20VC%20Commodore%20L%20station%20wagon%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q917466
Toyota Altezza	https://commons.wikimedia.org/wiki/Special:FilePath/Toyota%20Altezza%20sedan.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11278978
Ford AU Falcon	https://commons.wikimedia.org/wiki/Special:FilePath/2001%20Ford%20Fairmont%20%28AU%20III%29%20sedan%20%2823230030334%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3747964
Honda Brio	https://commons.wikimedia.org/wiki/Special:FilePath/2023%20Honda%20Brio%20Satya%20E%20%28front%20left%29%2C%20Citraland%2C%20West%20Surabaya.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3271160
Nissan Maxima	https://commons.wikimedia.org/wiki/Special:FilePath/2009%20Nissan%20Maxima%20SV.jpg	WIKIDATA	https://www.wikidata.org/entity/Q377287
Mazda AZ-Offroad	https://commons.wikimedia.org/wiki/Special:FilePath/Mazda%20AZ-Offroad%20001.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1567284
Subaru Impreza (2007)	https://commons.wikimedia.org/wiki/Special:FilePath/2008%20Subaru%20Impreza%20%28GH7%20MY08%29%20RS%20hatchback%20%282009-08-21%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3976483
Jeep Grand Cherokee (WJ)	https://commons.wikimedia.org/wiki/Special:FilePath/Jeep%20Grand%20Cherokee%20WJ%2034h.jpg	WIKIDATA	https://www.wikidata.org/entity/Q15977233
Volvo 66	https://commons.wikimedia.org/wiki/Special:FilePath/Daf%20volvo%2066.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1754746
GMC Terradyne	https://commons.wikimedia.org/wiki/Special:FilePath/GMCTerradyne.jpg	WIKIDATA	https://www.wikidata.org/entity/Q5513745
Geely Yuanjing X6	https://commons.wikimedia.org/wiki/Special:FilePath/Emgrand%20EX7%202.0%20GL%202013%20%2811214246974%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q12064268
BYD Qin	https://commons.wikimedia.org/wiki/Special:FilePath/BYD%20Qin%20Pro%20003.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4836871
Rover 75 R40	https://commons.wikimedia.org/wiki/Special:FilePath/Rover%2075.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1352054
Vauxhall Chevette	https://commons.wikimedia.org/wiki/Special:FilePath/Vintage%20car%20at%20the%20Wirral%20Bus%20%26%20Tram%20Show%20-%20DSC03336.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1755698
Oldsmobile Cutlass	https://commons.wikimedia.org/wiki/Special:FilePath/1971%20Cutlass%20Supreme%20convertible.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1379348
Toyota Aristo	https://commons.wikimedia.org/wiki/Special:FilePath/1999%20Toyota%20Aristo%20V300%20Vertex%20Edition%203.0%20Front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11321627
Ford Laser	https://commons.wikimedia.org/wiki/Special:FilePath/1982%20Ford%20Laser%20%28KA%29%20Ghia%205-door%20hatchback%20%2822643862523%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q202858
Honda Capa	https://commons.wikimedia.org/wiki/Special:FilePath/Honda-capa%201st-front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1550350
Subaru Impreza 22B STi-Version	https://commons.wikimedia.org/wiki/Special:FilePath/Subaru%20Impreza%2022B%20STi.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2454795
Jeep Grand Cherokee (WK)	https://commons.wikimedia.org/wiki/Special:FilePath/3rd-Jeep-Grand-Cherokee.jpg	WIKIDATA	https://www.wikidata.org/entity/Q15977237
Chrysler Aspen	https://commons.wikimedia.org/wiki/Special:FilePath/Chrysler%20012.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1088610
Dodge Aspen	https://commons.wikimedia.org/wiki/Special:FilePath/Dodge%20Aspen%202-door%20sedan%20brown.jpg	WIKIDATA	https://www.wikidata.org/entity/Q766692
GMC Terrain	https://commons.wikimedia.org/wiki/Special:FilePath/2019%20GMC%20Terrain%20Denali%2C%20front%202.29.20.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1485959
BMW 1 Series	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%20F40%201X7A1835.jpg	WIKIDATA	https://www.wikidata.org/entity/Q796395
Lexus CT	https://commons.wikimedia.org/wiki/Special:FilePath/2020%20Lexus%20CT%20200H%20F%20Sport%20CVT.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1508311
Infiniti Essence	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20concept3.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4383711
Acura ARX-01	https://commons.wikimedia.org/wiki/Special:FilePath/AGR%20ARX-01a.jpg	WIKIDATA	https://www.wikidata.org/entity/Q344715
Lincoln Aviator	https://commons.wikimedia.org/wiki/Special:FilePath/Lincoln%20Aviator%20%28U611%29%20IAA%202025%20DSC%201441.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1760333
Tesla Model 3	https://commons.wikimedia.org/wiki/Special:FilePath/Tesla%20Model%203%20%282023%29%20Autofr%C3%BChling%20Ulm%20IMG%209282.jpg	WIKIDATA	https://www.wikidata.org/entity/Q7705507
Audi 100 C3	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20100%20C3%2C%20BJ%201987.JPG	WIKIDATA	https://www.wikidata.org/entity/Q758716
BMW 123d	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%20E81%20123d.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1944059
Lexus ES	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20ES%20350h%20%28XZ20%29%20Auto%20Zuerich%202025%20DSC%203061.jpg	WIKIDATA	https://www.wikidata.org/entity/Q577397
Infiniti FX	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20FX30d%20S%20%28S51%29%20%E2%80%93%20Frontansicht%2C%202.%20Juli%202011%2C%20D%C3%BCsseldorf.jpg	WIKIDATA	https://www.wikidata.org/entity/Q652619
Cadillac ATS	https://commons.wikimedia.org/wiki/Special:FilePath/Cadillac%20ATS%20in%20Red%20at%20NAIAS%202012.jpg	WIKIDATA	https://www.wikidata.org/entity/Q979003
Lincoln Blackwood	https://commons.wikimedia.org/wiki/Special:FilePath/2002%20Lincoln%20Blackwood%2C%20front%20left%2C%204-05-2021.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1825724
Land Rover Freelander	https://commons.wikimedia.org/wiki/Special:FilePath/Land%20Rover%20Freelander%20L359%20China%202012-05-12.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1130052
Maserati 200S	https://commons.wikimedia.org/wiki/Special:FilePath/1957%20Maserati%20200SI.JPG	WIKIDATA	https://www.wikidata.org/entity/Q9304137
Tesla Model X	https://commons.wikimedia.org/wiki/Special:FilePath/Tesla%20Model%20X%20100D%201X7A6736.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1634161
Audi 100 C4	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20100%20C4%20front%2020071007.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758717
Mercedes-Benz 190 SL	https://commons.wikimedia.org/wiki/Special:FilePath/.00%201514%20Mercedes-Benz%20190%20SL%20Cabriolet%20two-seater%20%28vintage%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1511468
Lexus GS	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20GS%20L10%20Hybrid%20facelift%20China%202016-04-16.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1045746
Infiniti G	https://commons.wikimedia.org/wiki/Special:FilePath/INFINITI%20G%20%28V36%29%20China.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1516321
